success_index,success_time
6,23.55
7,38.900000000000006
12,21.3
20,15.4
26,44.75
28,20.6
30,25.700000000000003
33,23.6
41,40.150000000000006
42,44.5
47,11.450000000000001
53,20.150000000000002
59,24.650000000000002
66,28.400000000000002
71,18.05
88,12.75
93,19.35
96,44.150000000000006
97,14.600000000000001
